,Song Name,Matched Name,Ratio Value,Song List Index
4595,life after you,i hate you,75,344
4596,smile,smile,100,1209
4597,teach me how to dougie,show me how to live,68,54
4598,try sleeping with a broken heart,edge of a broken heart,67,567
4599,lover lover,lek lover,80,14505
4600,rolling in the deep,rolling in the deep,100,15839
4601,party rock anthem,players anthem,71,9203
4602,firework,firework,100,6646
4603,et,et,100,3658
4604,give me everything,give me everything,100,153
4605,grenade,grenade,100,11687
4606,fuck you,fuck you,100,10855
4607,super bass,super bass,100,7546
4608,moves like jagger,love like mine,65,14788
4609,just cant get enough,just cant get enough,100,2291
4610,on the floor,on the floor,100,10287
4611,sm,slam,67,9214
4612,pumped up kicks,pumped up kicks,100,128
4613,last friday night tgif,saturday night,67,8187
4614,just the way you are,just the way you are,100,1936
4615,tonight im lovin you,thought of you,65,4756
4616,raise your glass,raise your glass,100,147
4617,born this way,born this way,100,10140
4618,fuckin perfect,perfect,67,1216
4619,whats my name,thats my jam,80,1642
4620,look at me now,look at me now,100,138
4621,down on me,down with me,73,18634
4622,how to love,show you love,83,11903
4623,someone like you,someone like you,100,4010
4624,good life,good life,100,9889
4625,the lazy song,the lazy song,100,15983
4626,till the world ends,till the end,77,5241
4627,the show goes on,show goes on,86,11468
4628,the edge of glory,the edge of glory,100,10149
4629,we r who we r,who we are,70,8453
4630,black and yellow,black and yellow,100,9743
4631,tonight tonight,tonight tonight,100,15009
4632,blow,blow,100,14028
4633,lighters,fighter,80,134
4634,if i die young,die young,78,159
4635,stereo hearts,trade hearts,80,13769
4636,the time dirty bit,the time is now,67,12836
4637,coming home,come home,80,6799
4638,hey baby drop it to the floor,ready for the floor,62,2522
4639,only girl in the world,only girl in the world,100,7562
4640,6 foot 7 foot,one foot,57,12515
4641,just a kiss,just kids,80,8348
4642,dirt road anthem,ruff ryders anthem,65,7745
4643,dynamite,dynamite,100,18090
4644,no hands,both hands,78,977
4645,i wanna go,i wanna go out,83,9665
4646,im on one,im movin on,80,5034
4647,you make me feel,make me feel,86,15521
4648,yeah 3x,yeah,73,124
4649,moment 4 life,moment in time,74,17708
4650,i need a doctor,i need a dollar,80,7428
4651,just a dream,just as i am,75,97
4652,motivation,motivation,100,14130
4653,stereo love,true love,80,6930
4654,jar of hearts,queen of hearts,71,5411
4655,roll up,roll up,100,15700
4656,sexy and i know it,sexy and i know it,100,18098
4657,rocketeer,rockstar,71,3406
4658,all of the lights,all of the lights,100,7351
4659,hold it against me,do it again,69,11680
4660,more,more,100,8880
4661,what the hell,whats the use,77,11574
4662,written in the stars,written in the sand,87,4937
4663,bottoms up,bottles up,80,8974
4664,dj got us fallin in love,can’t help falling in love,72,1354
4665,for the first time,for the first time,100,176
4666,honey bee,honey dew,78,8006
4667,dont you wanna stay,do you wanna party,81,1217
4668,we found love,now that we found love,74,911
4669,pretty girl rock,pretty girl,81,4364
4670,you and i,you and i,100,5432
4671,like a g6,like a g6,100,6322
4672,without you,without you,100,15224
4673,back to december,a long december,77,948
4674,teenage dream,teenage dirtbag,79,1039
4675,crazy girl,crazy girl,100,11429
4676,cheers drink to that,feel like that,59,7248
4677,who says,you say,67,4700
4678,barefoot blue jean night,brooklyn nights,62,3255
4679,knee deep,run deep,71,16055
4680,country girl shake it for me,country sht remix,62,17563
4681,remind me,remind me,100,13909
4682,in the dark,in the dark,100,7009
4683,backseat,back seat,94,9481
4684,headlines,deadline,82,18079
4685,best thing i never had,best thing i never had,100,10837
4686,dont wanna go home,i dont want to go home,80,3980
4687,where them girls at,where the bag at,80,7467
4688,she aint you,aint you,80,6365
4689,take a back road,body like a back road,76,15912
4690,please dont go,please dont go,100,15825
4691,sure thing,sure thing,100,2437
4692,price tag,priice tag,95,7332
4693,god gave me you,good as you,69,6495
4694,she will,she will,100,4570
4695,are you gonna kiss me or not,are you gonna be my girl,69,7
4696,animal,animal,100,1621
4697,you and tequila,you and tequila,100,4934
4698,colder weather,cold water,83,1421
4699,my last,my girls,67,2560
4700,somebody that i used to know,somebody that i used to know,100,1759
4701,call me maybe,call me maybe,100,8058
4702,we are young,while were young,79,2480
4703,payphone,payphone,100,1197
4704,lights,light,91,18438
4705,glad you came,glad you came,100,8796
4706,stronger what doesnt kill you,stronger what doesnt kill you,100,174
4707,we found love,now that we found love,74,911
4708,starships,starships,100,18102
4709,what makes you beautiful,what makes you beautiful,100,149
4710,wild ones,wild ones,100,13642
4711,set fire to the rain,set fire to the rain,100,1372
4712,sexy and i know it,sexy and i know it,100,18098
4713,some nights,some nights,100,8487
4714,wide awake,wide awake,100,12313
4715,good feeling,good evening,83,16398
4716,whistle,whistle,100,4067
4717,one more night,one night,78,4057
4718,drive by,drive,77,918
4719,the motto,the bottom,84,12916
4720,where have you been,where are you now,78,12189
4721,everybody talks,everybody talks,100,9801
4722,take care,take me,75,5207
4723,titanium,titanium,100,1393
4724,i wont give up,i wont give up,100,10666
4725,it will rain,i will remain,88,8339
4726,mercy,mercy,100,1948
4727,boyfriend,boyfriend,100,2604
4728,party rock anthem,players anthem,71,9203
4729,too close,too late,71,9616
4730,part of me,part of me,100,3258
4731,young wild  free,young dumb  broke,67,11330
4732,we are never ever getting back together,el pito ill never go back to georgia,56,11259
4733,as long as you love me,drag me downas long as you love me,79,1369
4734,turn me on,turn me on,100,6971
4735,moves like jagger,love like mine,65,14788
4736,blow me one last kiss,el ultimo beso  the last kiss,64,4207
4737,good time,good time,100,17869
4738,give your heart a break,sea of heartbreak,70,5161
4739,niggas in paris,nias in paris,93,3390
4740,the one that got away,the one that you love,71,630
4741,feel so close,eyes closed,75,18262
4742,someone like you,someone like you,100,4010
4743,scream,cream,91,9149
4744,rack city,brick city,84,12519
4745,domino,dominoes,86,14669
4746,gangnam style,diggi style,67,7030
4747,international love,internacionales,79,10472
4748,home,home,100,1574
4749,without you,without you,100,15224
4750,ass back home,come back home,74,9508
4751,wanted,wanted,100,5505
4752,drunk on you,drip on you,78,4047
4753,no lie,no time,77,1257
4754,want u back,want u back,100,13449
4755,dont wake me up,wake me up,80,1783
4756,dance a,dance,83,1203
4757,springsteen,sixteen,67,8857
4758,brokenhearted,broken heart,88,1636
4759,not over you,not over you,100,181
4760,stereo hearts,trade hearts,80,13769
4761,back in time,making time,78,2707
4762,work out,work out,100,11573
4763,rumour has it,cut your hair,62,3016
4764,lets go,lets go,100,6426
4765,good girl,good girl,100,8842
4766,pontoon,no one,62,150
4767,ho hey,ho hey,100,1428
4768,paradise,paradise,100,13931
4769,blown away,fly away,67,2419
4770,rolling in the deep,rolling in the deep,100,15839
4771,climax,calma,73,10538
4772,work hard play hard,work hard play hard,100,18518
4773,let me love you until you learn to love yourself,let me hold you turn me on,57,13162
4774,pound the alarm,on the ball,69,17153
4775,come over,come over,100,10913
4776,heart attack,heart attack,100,15899
4777,drank in my cup,rake it up,64,18492
4778,birthday cake,birthday sex,80,7543
4779,so good,no good,86,6276
4780,50 ways to say goodbye,dont say goodbye,68,17340
4781,red solo cup,ridin solo,64,10882
4782,love you like a love song,love you like a love song,100,6659
4783,turn up the music,turn up the music,100,17872
4784,die young,die young,100,159
4785,5 oclock,clockworks,56,16842
4786,a thousand years,a thousand miles,81,8109
4787,take a little ride,wake up little susie,74,5108
4788,you da one,you dont,78,3446
4789,we run the night,rock the night,73,544
4790,its time,its time,100,6924
4791,cashin out,lash out,78,12302
4792,i dont want this night to end,i dont want to go home,71,3980
4793,diamonds,diamonds,100,4943
4794,hard to love,heart to love,88,1142
4795,somethin bout a truck,something about you,75,3543
4796,adorn,adorn,100,13071
4797,fly over states,love letter,62,14751
4798,even if it breaks your heart,i am trying to break your heart,71,14719
4799,burn it down,burn the house down,71,6524
4800,thrift shop,thrift shop feat wanz,69,6919
4801,blurred lines,blurred lines,100,15884
4802,radioactive,radioactive,100,1787
4803,harlem shake,harlem shake,100,12983
4804,cant hold us,cant hold us,100,1775
4805,mirrors,mirrors,100,6929
4806,just give me a reason,give me one reason,77,921
4807,when i was your man,when i see you smile,72,622
4808,cruise,cruise,100,1805
4809,roar,roar,100,18328
4810,locked out of heaven,locked out of heaven,100,6931
4811,ho hey,ho hey,100,1428
4812,stay,stay,100,5830
4813,get lucky,lucky,71,1600
4814,royals,royals,100,2592
4815,i knew you were trouble,i knew you were trouble,100,1767
4816,we cant stop,we cant stop,100,133
4817,wrecking ball,wrecking ball,100,167
4818,wake me up,wake me up,100,1783
4819,suit  tie,its time,71,6924
4820,cups pitch perfects when im gone,the perfect nightmare,57,6595
4821,holy grail,hold my girl,73,1469
4822,scream  shout,sure shot,73,3020
4823,clarity,clarity,100,16133
4824,sail,asal,75,13278
4825,dont you worry child,dont worry,67,5149
4826,diamonds,diamonds,100,4943
4827,i love it,i love it,100,4272
4828,safe and sound,safe and sound,100,6447
4829,treasure,pressure,75,12570
4830,the way,the way,100,1010
4831,started from the bottom,started from the bottom,100,4563
4832,come  get it,come and get it,89,1602
4833,hold on were going home,hold on were going home,100,15430
4834,daylight,daylight,100,8551
4835,feel this moment,in this moment,80,13306
4836,applause,applause,100,10130
4837,one more night,one night,78,4057
4838,love me,love me,100,5494
4839,my songs know what you did in the dark light em up,my songs know what you did in the dark light em up,100,14795
4840,fuckin problems,fkin problems,93,9347
4841,beauty and a beat,betray and degrade,63,8454
4842,same love,summer love,80,7261
4843,sweet nothing,sweetest thing,81,8346
4844,summertime sadness,summertime sadness,100,14712
4845,home,home,100,1574
4846,its time,its time,100,6924
4847,power trip,power trip,100,9341
4848,girl on fire,im on fire,82,361
4849,heart attack,heart attack,100,15899
4850,love somebody,to love somebody,90,2116
4851,i will wait,i will wait,100,1598
4852,try,try,100,16037
4853,wagon wheel,wagon wheel,100,7800
4854,gangnam style,diggi style,67,7030
4855,i need your love,high on your love,79,13444
4856,die young,die young,100,159
4857,some nights,some nights,100,8487
4858,bad,bad,100,7658
4859,boys round here,boys dont cry,64,747
4860,gone gone gone,one  one,73,8314
4861,demons,dream on,71,425
4862,counting stars,counting stars,100,15846
4863,i cry,cry,75,7229
4864,little talks,little talks,100,1361
4865,the other side,the other stripped,81,1526
4866,berzerk,berzerk,100,9752
4867,catch my breath,lose my breath,69,156
4868,crash my party,costume party,67,11991
4869,pour it up,turn it up,80,10587
4870,22,22,100,1168
4871,i want crazy,i want candy,83,833
4872,the fox what does the fox say,what is there to say,65,4473
4873,best song ever,best thing i never had,67,10837
4874,the a team,the a team,100,1554
4875,carry on,carry on,100,13850
4876,highway dont care,we dont care,76,7166
4877,thats my kind of night,some kind of drug,62,2476
4878,swimming pools drank,swimming pools drank  extended version,69,4572
4879,sure be cool if you did,quiereme mucho  yours,55,4215
4880,beautiful,beautiful,100,146
4881,troublemaker,troublemaker,100,16349
4882,body party,party,67,13170
4883,adorn,adorn,100,13071
4884,hall of fame,hall of fame,100,130
4885,let me love you until you learn to love yourself,let me hold you turn me on,57,13162
4886,uoeno,open,67,5562
4887,next to me,next to me,100,13946
4888,mamas broken heart,broken heart,80,1636
4889,it goes like this,mistakes like this,80,15672
4890,bugatti,battosai,67,4612
4891,wanted,wanted,100,5505
4892,downtown,london town,74,13871
4893,get your shine on,get ur freak on,69,888
4894,thatpower,power,71,3383
4895,brave,brave,100,10676
4896,let her go,let her go,100,1555
4897,runnin outta moonlight,ruin your night,70,6718
4898,im different,actin different,81,11554
4899,still into you,i still wait for you,76,9955
4900,happy,happy,100,9760
4901,dark horse,dark horse,100,13799
4902,all of me,all of me,100,131
4903,fancy,fancy,100,1431
4904,counting stars,counting stars,100,15846
4905,talk dirty,dirty,67,8439
4906,rude,rude,100,6928
4907,all about that bass,all about that bass,100,14702
4908,problem,problem,100,1778
4909,stay with me,stay with me,100,7159
4910,timber,timber,100,148
4911,pompeii,pompeii,100,1438
4912,shake it off,shake it off,100,1440
4913,am i wrong,am i wrong,100,8804
4914,turn down for what,turn down for what,100,16095
4915,the monster,feed the monster,81,12092
4916,say something,say something,100,12432
4917,team,them,75,16917
4918,let her go,let her go,100,1555
4919,royals,royals,100,2592
4920,let it go,let it go,100,1396
4921,wake me up,wake me up,100,1783
4922,demons,dream on,71,425
4923,story of my life,story of my life,100,15829
4924,chandelier,chandelier,100,1395
4925,black widow,black dog,80,435
4926,bang bang,bang bang,100,3927
4927,latch,latch,100,7005
4928,maps,maps,100,1430
4929,loyal,loyal,100,1185
4930,best day of my life,best day of my life,100,12985
4931,habits stay high,habits stay high,100,17868
4932,summer,summer,100,3174
4933,boom clap,boom clap,100,1414
4934,drunk in love,drunk in love,100,15584
4935,anaconda,anaconda,100,6648
4936,break free,break free,100,7006
4937,bailando,bailando,100,6944
4938,burn,burn,100,6996
4939,wiggle,whistle,62,4067
4940,rather be,rather be,100,1362
4941,dont tell em,dont tempt me,72,18275
4942,show me,show me,100,7875
4943,wrecking ball,wrecking ball,100,167
4944,not a bad thing,not a bad thing,100,6925
4945,roar,roar,100,18328
4946,aint it fun,let it burn,64,1664
4947,the man,the man,100,14724
4948,this is how we roll,this is how we roll,100,13822
4949,classic,classix,86,12700
4950,a sky full of stars,a sky full of stars,100,7010
